Product_Name,Category,Manufacture_Date,Expiry_Date,Manufacturer,Stock_Quantity,Sales_Trend,Days_to_Expiry,Discount_Band
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,189,Medium,1,20%
Apples,Produce,14/10/2025,07/11/2025,Orchard Gold,214,Low,17,0%
Soda (6-pack),Beverage,09/06/2025,17/11/2025,Bubbly Co.,176,High,27,0%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,138,High,5,0%
Apples,Produce,05/10/2025,03/11/2025,Orchard Gold,298,Medium,13,10%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,70,High,3,20%
Soda (6-pack),Beverage,23/09/2025,10/03/2026,Bubbly Co.,235,High,140,0%
Yogurt,Dairy,03/10/2025,26/10/2025,DairyLand,292,Medium,5,10%
Yogurt,Dairy,13/10/2025,30/10/2025,DairyLand,267,Medium,9,10%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,128,Low,3,15%
Cheddar Cheese,Dairy,29/08/2025,07/11/2025,DairyLand,187,Medium,17,0%
Soda (6-pack),Beverage,03/10/2025,08/04/2026,Bubbly Co.,149,High,169,0%
Apples,Produce,14/10/2025,08/11/2025,Orchard Gold,233,High,18,0%
Fresh Milk,Dairy,13/10/2025,22/10/2025,FarmFresh,261,Medium,1,20%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,290,Low,6,15%
Cheddar Cheese,Dairy,27/09/2025,06/12/2025,DairyLand,277,High,46,0%
Soda (6-pack),Beverage,07/10/2025,15/04/2026,Bubbly Co.,104,Low,176,0%
Fresh Milk,Dairy,18/10/2025,28/10/2025,FarmFresh,32,Low,7,20%
Fresh Milk,Dairy,14/10/2025,27/10/2025,FarmFresh,234,Medium,6,10%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,131,Medium,5,0%
Soda (6-pack),Beverage,25/07/2025,20/01/2026,Bubbly Co.,46,High,91,0%
Yogurt,Dairy,16/10/2025,03/11/2025,DairyLand,72,Medium,13,0%
Yogurt,Dairy,04/10/2025,25/10/2025,DairyLand,56,High,4,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,99,High,2,20%
Cheddar Cheese,Dairy,25/08/2025,04/11/2025,DairyLand,24,Low,14,10%
Yogurt,Dairy,18/10/2025,07/11/2025,DairyLand,238,Low,17,10%
Frozen Pizza,Frozen,01/11/2024,15/11/2025,QuickMeals,58,High,25,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,132,High,2,20%
Cheddar Cheese,Dairy,12/10/2025,03/12/2025,DairyLand,275,Medium,43,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,110,High,2,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,148,Medium,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,166,Low,2,20%
Soda (6-pack),Beverage,02/07/2025,26/12/2025,Bubbly Co.,133,Low,66,0%
Yogurt,Dairy,11/10/2025,29/10/2025,DairyLand,84,Low,8,10%
Soda (6-pack),Beverage,05/07/2025,17/12/2025,Bubbly Co.,235,High,57,0%
Fresh Milk,Dairy,21/10/2025,31/10/2025,FarmFresh,87,Low,10,10%
Chicken Breast,Meat,19/10/2025,25/10/2025,Quality Meats,210,High,4,15%
Soda (6-pack),Beverage,20/05/2025,03/12/2025,Bubbly Co.,104,Medium,43,0%
Yogurt,Dairy,13/10/2025,01/11/2025,DairyLand,264,Medium,11,10%
Apples,Produce,06/10/2025,28/10/2025,Orchard Gold,58,Medium,7,0%
Frozen Pizza,Frozen,02/10/2024,26/10/2025,QuickMeals,119,Low,5,15%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,257,Low,3,20%
Frozen Pizza,Frozen,14/04/2025,07/05/2026,QuickMeals,68,High,198,0%
Frozen Pizza,Frozen,25/12/2024,19/12/2025,QuickMeals,136,Low,59,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,38,Medium,4,15%
Soda (6-pack),Beverage,24/07/2025,21/02/2026,Bubbly Co.,58,Low,123,0%
Frozen Pizza,Frozen,23/01/2025,10/02/2026,QuickMeals,244,Low,112,0%
Soda (6-pack),Beverage,16/09/2025,09/02/2026,Bubbly Co.,237,High,111,0%
Frozen Pizza,Frozen,06/10/2025,07/09/2026,QuickMeals,72,High,321,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,193,Medium,1,20%
Frozen Pizza,Frozen,22/04/2025,09/02/2026,QuickMeals,78,High,111,0%
Soda (6-pack),Beverage,26/06/2025,18/01/2026,Bubbly Co.,157,Medium,89,0%
Frozen Pizza,Frozen,11/03/2025,03/03/2026,QuickMeals,154,Low,133,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,185,Low,1,20%
Frozen Pizza,Frozen,12/10/2025,20/09/2026,QuickMeals,84,High,334,0%
Soda (6-pack),Beverage,06/06/2025,13/12/2025,Bubbly Co.,245,Low,53,0%
Cheddar Cheese,Dairy,03/10/2025,21/11/2025,DairyLand,278,Low,31,0%
Fresh Milk,Dairy,09/10/2025,22/10/2025,FarmFresh,134,Low,1,20%
Apples,Produce,20/10/2025,17/11/2025,Orchard Gold,48,Medium,27,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,173,Medium,2,20%
Apples,Produce,04/10/2025,30/10/2025,Orchard Gold,253,High,9,10%
Cheddar Cheese,Dairy,28/08/2025,28/10/2025,DairyLand,190,High,7,0%
Soda (6-pack),Beverage,03/09/2025,18/02/2026,Bubbly Co.,259,Medium,120,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,15,Low,6,15%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,53,High,4,15%
Soda (6-pack),Beverage,26/07/2025,25/12/2025,Bubbly Co.,295,High,65,0%
Fresh Milk,Dairy,14/10/2025,25/10/2025,FarmFresh,81,High,4,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,240,Medium,1,20%
Bananas,Produce,20/10/2025,29/10/2025,Tropicana,119,Low,8,10%
Fresh Milk,Dairy,18/10/2025,01/11/2025,FarmFresh,67,Medium,11,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,280,Low,2,20%
Yogurt,Dairy,17/10/2025,05/11/2025,DairyLand,68,Low,15,0%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,189,Medium,5,15%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,202,Medium,3,20%
Cheddar Cheese,Dairy,02/10/2025,28/11/2025,DairyLand,241,High,38,0%
Yogurt,Dairy,09/10/2025,27/10/2025,DairyLand,49,High,6,0%
Frozen Pizza,Frozen,09/03/2025,20/01/2026,QuickMeals,173,Medium,91,0%
Soda (6-pack),Beverage,30/07/2025,20/01/2026,Bubbly Co.,147,Low,91,0%
Fresh Milk,Dairy,12/10/2025,23/10/2025,FarmFresh,121,Low,2,20%
Yogurt,Dairy,15/10/2025,02/11/2025,DairyLand,33,High,12,20%
Soda (6-pack),Beverage,01/05/2025,10/11/2025,Bubbly Co.,166,Medium,20,0%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,106,Low,3,20%
Fresh Milk,Dairy,12/10/2025,22/10/2025,FarmFresh,151,Low,1,20%
Yogurt,Dairy,02/10/2025,24/10/2025,DairyLand,244,Medium,3,20%
Yogurt,Dairy,19/10/2025,07/11/2025,DairyLand,192,Medium,17,0%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,75,Medium,2,20%
Apples,Produce,11/10/2025,07/11/2025,Orchard Gold,19,High,17,0%
Yogurt,Dairy,07/10/2025,27/10/2025,DairyLand,118,Medium,6,5%
Apples,Produce,21/10/2025,16/11/2025,Orchard Gold,165,High,26,0%
Yogurt,Dairy,02/10/2025,23/10/2025,DairyLand,153,Medium,2,20%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,64,Medium,3,20%
Cheddar Cheese,Dairy,06/10/2025,03/12/2025,DairyLand,29,High,43,0%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,254,High,4,15%
Cheddar Cheese,Dairy,14/09/2025,11/11/2025,DairyLand,76,Low,21,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,253,High,4,15%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,209,Medium,2,20%
Yogurt,Dairy,06/10/2025,28/10/2025,DairyLand,115,Medium,7,5%
Cheddar Cheese,Dairy,30/08/2025,07/11/2025,DairyLand,207,Low,17,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,218,Low,4,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,103,Medium,1,20%
Cheddar Cheese,Dairy,28/08/2025,31/10/2025,DairyLand,194,Low,10,10%
Soda (6-pack),Beverage,25/08/2025,24/01/2026,Bubbly Co.,58,High,95,0%
Apples,Produce,03/10/2025,01/11/2025,Orchard Gold,65,High,11,0%
Soda (6-pack),Beverage,16/06/2025,13/12/2025,Bubbly Co.,263,Low,53,0%
Frozen Pizza,Frozen,10/10/2024,05/11/2025,QuickMeals,272,Medium,15,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,210,High,4,15%
Apples,Produce,26/09/2025,24/10/2025,Orchard Gold,123,High,3,20%
Frozen Pizza,Frozen,18/12/2024,27/11/2025,QuickMeals,85,Medium,37,0%
Apples,Produce,19/10/2025,17/11/2025,Orchard Gold,221,Low,27,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,191,Medium,2,20%
Fresh Milk,Dairy,16/10/2025,27/10/2025,FarmFresh,109,High,6,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,58,Low,2,20%
Bananas,Produce,20/10/2025,29/10/2025,Tropicana,14,Medium,8,20%
Cheddar Cheese,Dairy,18/10/2025,27/12/2025,DairyLand,134,Low,67,0%
Soda (6-pack),Beverage,08/08/2025,16/02/2026,Bubbly Co.,123,Medium,118,0%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,131,Medium,3,20%
Yogurt,Dairy,12/10/2025,02/11/2025,DairyLand,132,High,12,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,206,Low,4,15%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,177,Low,5,15%
Yogurt,Dairy,12/10/2025,03/11/2025,DairyLand,228,Medium,13,10%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,235,Low,3,5%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,55,High,3,20%
Fresh Milk,Dairy,12/10/2025,22/10/2025,FarmFresh,67,Medium,1,20%
Fresh Milk,Dairy,12/10/2025,22/10/2025,FarmFresh,298,Low,1,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,107,Medium,4,15%
Cheddar Cheese,Dairy,18/10/2025,14/12/2025,DairyLand,279,Medium,54,0%
Apples,Produce,11/10/2025,02/11/2025,Orchard Gold,155,Low,12,10%
Frozen Pizza,Frozen,26/05/2025,22/06/2026,QuickMeals,291,Medium,244,0%
Cheddar Cheese,Dairy,06/10/2025,30/11/2025,DairyLand,22,Low,40,0%
Cheddar Cheese,Dairy,03/09/2025,11/11/2025,DairyLand,107,Low,21,0%
Cheddar Cheese,Dairy,19/10/2025,14/12/2025,DairyLand,88,Low,54,0%
Yogurt,Dairy,05/10/2025,22/10/2025,DairyLand,239,High,1,20%
Fresh Milk,Dairy,18/10/2025,31/10/2025,FarmFresh,118,Low,10,10%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,236,Medium,2,20%
Cheddar Cheese,Dairy,01/09/2025,22/10/2025,DairyLand,222,Low,1,20%
Fresh Milk,Dairy,14/10/2025,26/10/2025,FarmFresh,89,Medium,5,5%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,90,Low,6,10%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,192,Low,7,15%
Bananas,Produce,14/10/2025,23/10/2025,Tropicana,117,Medium,2,20%
Cheddar Cheese,Dairy,20/10/2025,10/12/2025,DairyLand,261,Medium,50,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,16,High,1,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,151,Medium,5,10%
Yogurt,Dairy,17/10/2025,05/11/2025,DairyLand,280,Low,15,5%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,61,Medium,5,0%
Apples,Produce,21/10/2025,11/11/2025,Orchard Gold,16,High,21,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,82,Medium,1,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,182,Low,3,20%
Yogurt,Dairy,05/10/2025,22/10/2025,DairyLand,72,Low,1,20%
Apples,Produce,06/10/2025,26/10/2025,Orchard Gold,244,Medium,5,10%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,257,High,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,29,Low,2,20%
Chicken Breast,Meat,16/10/2025,24/10/2025,Quality Meats,268,Low,3,20%
Apples,Produce,14/10/2025,07/11/2025,Orchard Gold,219,High,17,0%
Cheddar Cheese,Dairy,12/09/2025,07/11/2025,DairyLand,33,High,17,0%
Apples,Produce,06/10/2025,01/11/2025,Orchard Gold,158,Low,11,10%
Soda (6-pack),Beverage,13/06/2025,16/12/2025,Bubbly Co.,252,High,56,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,147,Medium,2,20%
Yogurt,Dairy,12/10/2025,28/10/2025,DairyLand,215,Low,7,15%
Soda (6-pack),Beverage,04/08/2025,11/01/2026,Bubbly Co.,101,Medium,82,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,202,Low,2,20%
Cheddar Cheese,Dairy,17/10/2025,04/12/2025,DairyLand,197,Medium,44,0%
Cheddar Cheese,Dairy,08/10/2025,13/12/2025,DairyLand,190,Low,53,0%
Fresh Milk,Dairy,16/10/2025,27/10/2025,FarmFresh,149,Low,6,15%
Soda (6-pack),Beverage,10/06/2025,07/12/2025,Bubbly Co.,39,High,47,0%
Frozen Pizza,Frozen,25/07/2025,07/08/2026,QuickMeals,256,Low,290,0%
Apples,Produce,24/09/2025,22/10/2025,Orchard Gold,260,Medium,1,20%
Soda (6-pack),Beverage,23/04/2025,19/11/2025,Bubbly Co.,175,High,29,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,87,Medium,3,5%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,105,Medium,4,0%
Cheddar Cheese,Dairy,27/09/2025,16/11/2025,DairyLand,281,High,26,0%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,172,Medium,2,20%
Apples,Produce,21/10/2025,12/11/2025,Orchard Gold,272,Low,22,5%
Apples,Produce,12/10/2025,07/11/2025,Orchard Gold,133,Medium,17,0%
Frozen Pizza,Frozen,25/04/2025,25/02/2026,QuickMeals,83,Medium,127,0%
Cheddar Cheese,Dairy,29/09/2025,09/12/2025,DairyLand,131,Low,49,0%
Fresh Milk,Dairy,11/10/2025,22/10/2025,FarmFresh,178,Medium,1,20%
Fresh Milk,Dairy,16/10/2025,26/10/2025,FarmFresh,282,Low,5,15%
Cheddar Cheese,Dairy,28/09/2025,02/12/2025,DairyLand,206,Medium,42,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,129,Low,6,20%
Apples,Produce,03/10/2025,24/10/2025,Orchard Gold,173,Low,3,20%
Yogurt,Dairy,07/10/2025,26/10/2025,DairyLand,297,High,5,15%
Frozen Pizza,Frozen,13/05/2025,21/06/2026,QuickMeals,70,Medium,243,0%
Yogurt,Dairy,21/10/2025,11/11/2025,DairyLand,204,Low,21,0%
Bananas,Produce,20/10/2025,26/10/2025,Tropicana,185,High,5,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,164,Low,2,20%
Soda (6-pack),Beverage,19/06/2025,20/01/2026,Bubbly Co.,168,High,91,0%
Frozen Pizza,Frozen,16/10/2024,02/11/2025,QuickMeals,82,High,12,0%
Yogurt,Dairy,17/10/2025,02/11/2025,DairyLand,130,High,12,0%
Soda (6-pack),Beverage,02/10/2025,17/04/2026,Bubbly Co.,64,Medium,178,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,147,High,5,15%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,240,Medium,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,187,Low,5,15%
Frozen Pizza,Frozen,27/06/2025,22/08/2026,QuickMeals,229,Low,305,0%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,200,Medium,3,20%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,188,Low,4,15%
Soda (6-pack),Beverage,26/08/2025,24/03/2026,Bubbly Co.,262,High,154,0%
Yogurt,Dairy,29/09/2025,22/10/2025,DairyLand,262,Medium,1,20%
Fresh Milk,Dairy,17/10/2025,30/10/2025,FarmFresh,263,High,9,10%
Cheddar Cheese,Dairy,08/09/2025,28/10/2025,DairyLand,35,High,7,0%
Bananas,Produce,21/10/2025,28/10/2025,Tropicana,202,Low,7,15%
Cheddar Cheese,Dairy,28/08/2025,30/10/2025,DairyLand,138,High,9,0%
Apples,Produce,13/10/2025,03/11/2025,Orchard Gold,146,Low,13,10%
Fresh Milk,Dairy,21/10/2025,01/11/2025,FarmFresh,223,Low,11,10%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,188,High,3,20%
Yogurt,Dairy,09/10/2025,29/10/2025,DairyLand,289,Medium,8,10%
Apples,Produce,14/10/2025,03/11/2025,Orchard Gold,235,High,13,10%
Apples,Produce,30/09/2025,28/10/2025,Orchard Gold,19,Medium,7,0%
Cheddar Cheese,Dairy,11/09/2025,02/11/2025,DairyLand,268,Low,12,0%
Frozen Pizza,Frozen,20/11/2024,15/12/2025,QuickMeals,197,Medium,55,0%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,183,Medium,1,20%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,155,Low,7,15%
Fresh Milk,Dairy,17/10/2025,30/10/2025,FarmFresh,195,High,9,0%
Frozen Pizza,Frozen,14/03/2025,18/01/2026,QuickMeals,107,Medium,89,0%
Apples,Produce,21/10/2025,17/11/2025,Orchard Gold,290,High,27,0%
Apples,Produce,06/10/2025,30/10/2025,Orchard Gold,286,Medium,9,0%
Yogurt,Dairy,07/10/2025,27/10/2025,DairyLand,142,High,6,0%
Frozen Pizza,Frozen,16/05/2025,17/03/2026,QuickMeals,152,Medium,147,0%
Frozen Pizza,Frozen,13/03/2025,09/01/2026,QuickMeals,197,High,80,0%
Bananas,Produce,15/10/2025,23/10/2025,Tropicana,88,High,2,20%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,266,Medium,7,15%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,36,Medium,3,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,96,Low,2,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,284,High,2,20%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,33,High,3,20%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,285,Medium,5,10%
Apples,Produce,05/10/2025,30/10/2025,Orchard Gold,114,Low,9,10%
Apples,Produce,28/09/2025,23/10/2025,Orchard Gold,286,High,2,20%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,195,Low,1,20%
Cheddar Cheese,Dairy,11/09/2025,19/11/2025,DairyLand,82,Medium,29,20%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,88,Low,6,15%
Apples,Produce,06/10/2025,29/10/2025,Orchard Gold,234,Low,8,10%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,218,Low,3,20%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,271,Low,3,20%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,264,High,2,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,96,High,3,20%
Soda (6-pack),Beverage,17/07/2025,13/02/2026,Bubbly Co.,187,Medium,115,0%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,64,Medium,6,0%
Yogurt,Dairy,21/10/2025,07/11/2025,DairyLand,267,Medium,17,0%
Apples,Produce,08/10/2025,31/10/2025,Orchard Gold,67,Low,10,10%
Yogurt,Dairy,18/10/2025,04/11/2025,DairyLand,97,Low,14,10%
Apples,Produce,09/10/2025,29/10/2025,Orchard Gold,166,High,8,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,250,High,1,20%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,296,Medium,4,15%
Apples,Produce,18/10/2025,14/11/2025,Orchard Gold,192,Low,24,0%
Fresh Milk,Dairy,19/10/2025,31/10/2025,FarmFresh,75,Medium,10,5%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,67,Low,3,20%
Apples,Produce,15/10/2025,05/11/2025,Orchard Gold,86,Medium,15,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,257,High,4,15%
Cheddar Cheese,Dairy,04/09/2025,25/10/2025,DairyLand,36,Medium,4,5%
Frozen Pizza,Frozen,13/02/2025,21/01/2026,QuickMeals,154,Low,92,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,122,Low,4,15%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,178,High,2,20%
Cheddar Cheese,Dairy,27/09/2025,19/11/2025,DairyLand,91,Low,29,0%
Frozen Pizza,Frozen,06/10/2025,16/09/2026,QuickMeals,195,Low,330,0%
Fresh Milk,Dairy,14/10/2025,24/10/2025,FarmFresh,220,Low,3,20%
Bananas,Produce,13/10/2025,22/10/2025,Tropicana,55,High,1,20%
Bananas,Produce,17/10/2025,26/10/2025,Tropicana,134,High,5,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,191,Low,3,20%
Chicken Breast,Meat,18/10/2025,25/10/2025,Quality Meats,294,Low,4,15%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,277,Medium,1,20%
Fresh Milk,Dairy,12/10/2025,23/10/2025,FarmFresh,177,Low,2,20%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,194,Medium,4,15%
Yogurt,Dairy,18/10/2025,10/11/2025,DairyLand,192,High,20,0%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,33,Low,3,20%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,194,High,4,15%
Fresh Milk,Dairy,15/10/2025,25/10/2025,FarmFresh,44,High,4,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,33,Low,5,15%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,86,Medium,6,0%
Frozen Pizza,Frozen,05/09/2025,24/07/2026,QuickMeals,137,Low,276,0%
Soda (6-pack),Beverage,18/09/2025,27/02/2026,Bubbly Co.,93,Medium,129,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,208,High,4,15%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,161,Medium,2,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,186,Medium,3,20%
Apples,Produce,21/10/2025,18/11/2025,Orchard Gold,16,Low,28,0%
Cheddar Cheese,Dairy,29/08/2025,24/10/2025,DairyLand,242,High,3,20%
Yogurt,Dairy,12/10/2025,03/11/2025,DairyLand,284,Low,13,10%
Yogurt,Dairy,16/10/2025,03/11/2025,DairyLand,171,Low,13,10%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,245,High,1,20%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,148,Low,2,20%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,266,High,2,20%
Apples,Produce,07/10/2025,01/11/2025,Orchard Gold,161,Low,11,10%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,153,Medium,6,15%
Soda (6-pack),Beverage,23/09/2025,03/04/2026,Bubbly Co.,290,Low,164,0%
Cheddar Cheese,Dairy,09/10/2025,09/12/2025,DairyLand,280,Medium,49,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,251,Medium,2,20%
Soda (6-pack),Beverage,14/10/2025,02/04/2026,Bubbly Co.,211,Low,163,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,270,Low,1,20%
Fresh Milk,Dairy,21/10/2025,31/10/2025,FarmFresh,139,Low,10,10%
Bananas,Produce,15/10/2025,23/10/2025,Tropicana,210,Medium,2,20%
Fresh Milk,Dairy,13/10/2025,26/10/2025,FarmFresh,47,High,5,0%
Fresh Milk,Dairy,20/10/2025,31/10/2025,FarmFresh,242,Medium,10,10%
Fresh Milk,Dairy,21/10/2025,01/11/2025,FarmFresh,268,Medium,11,10%
Frozen Pizza,Frozen,14/05/2025,31/05/2026,QuickMeals,214,Medium,222,0%
Frozen Pizza,Frozen,30/11/2024,13/12/2025,QuickMeals,67,Low,53,0%
Frozen Pizza,Frozen,27/08/2025,06/09/2026,QuickMeals,242,Low,320,0%
Fresh Milk,Dairy,12/10/2025,24/10/2025,FarmFresh,265,Low,3,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,185,Low,3,20%
Apples,Produce,03/10/2025,24/10/2025,Orchard Gold,187,Medium,3,20%
Soda (6-pack),Beverage,29/07/2025,12/02/2026,Bubbly Co.,288,Medium,114,0%
Yogurt,Dairy,08/10/2025,26/10/2025,DairyLand,182,Low,5,15%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,177,Medium,2,20%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,16,High,2,20%
Apples,Produce,09/10/2025,31/10/2025,Orchard Gold,133,Medium,10,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,289,Low,1,20%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,292,High,6,10%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,86,Medium,2,20%
Apples,Produce,19/10/2025,09/11/2025,Orchard Gold,135,Low,19,0%
Soda (6-pack),Beverage,09/09/2025,05/02/2026,Bubbly Co.,191,High,107,0%
Bananas,Produce,16/10/2025,22/10/2025,Tropicana,105,Medium,1,20%
Fresh Milk,Dairy,11/10/2025,24/10/2025,FarmFresh,209,Low,3,20%
Fresh Milk,Dairy,20/10/2025,30/10/2025,FarmFresh,211,Medium,9,10%
Cheddar Cheese,Dairy,03/09/2025,01/11/2025,DairyLand,179,High,11,0%
Soda (6-pack),Beverage,13/10/2025,19/04/2026,Bubbly Co.,221,Medium,180,10%
Soda (6-pack),Beverage,06/10/2025,01/04/2026,Bubbly Co.,123,Medium,162,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,49,Medium,4,15%
Soda (6-pack),Beverage,23/09/2025,21/04/2026,Bubbly Co.,213,Low,182,0%
Fresh Milk,Dairy,11/10/2025,23/10/2025,FarmFresh,199,Medium,2,20%
Frozen Pizza,Frozen,04/10/2025,20/09/2026,QuickMeals,26,Medium,334,0%
Soda (6-pack),Beverage,27/07/2025,21/01/2026,Bubbly Co.,285,High,92,0%
Cheddar Cheese,Dairy,10/09/2025,10/11/2025,DairyLand,70,Low,20,0%
Chicken Breast,Meat,15/10/2025,23/10/2025,Quality Meats,175,Low,2,20%
Frozen Pizza,Frozen,11/01/2025,25/01/2026,QuickMeals,147,Low,96,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,197,Low,2,20%
Apples,Produce,05/10/2025,28/10/2025,Orchard Gold,200,Medium,7,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,74,Low,2,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,43,High,1,20%
