Category,Days_Left,Stock_Available,Sales_Last_Week,Target_Discount
Dairy,22,96,84,4.16
Meat,33,125,35,1.06
Meat,60,22,48,0.44
Bakery,44,19,99,0.0
Frozen,65,119,65,0.0
Dairy,20,60,81,5.64
Produce,35,73,82,0.0
Produce,55,38,17,0.14
Bakery,57,96,98,0.1
Bakery,31,164,61,0.0
Meat,69,126,59,0.0
Dairy,57,111,34,0.0
Frozen,59,155,17,0.0
Pantry,81,136,17,0.0
Bakery,28,106,22,0.0
Pantry,3,76,28,25.8
Dairy,85,196,56,0.0
Bakery,88,94,6,0.0
Meat,76,124,4,2.39
Bakery,75,167,76,0.16
Pantry,73,111,55,0.55
Bakery,22,85,80,4.64
Beverage,38,90,67,3.1
Bakery,6,64,89,21.99
Frozen,23,122,58,1.91
Frozen,84,180,94,0.0
Frozen,83,102,98,1.32
Pantry,87,81,87,0.0
Dairy,87,124,91,1.03
Bakery,36,73,26,0.78
Bakery,57,40,24,1.37
Produce,35,145,86,0.0
Produce,61,18,77,0.0
Pantry,34,188,2,1.44
Dairy,59,159,41,0.35
Frozen,84,167,20,4.7
Beverage,30,126,13,0.37
Bakery,49,135,51,2.23
Meat,57,192,64,0.09
Meat,49,91,48,0.93
Frozen,74,22,54,2.1
Bakery,82,98,54,0.0
Meat,49,104,88,1.42
Frozen,62,177,56,2.88
Beverage,59,109,76,0.0
Bakery,22,166,6,4.15
Bakery,69,136,92,0.0
Dairy,31,152,6,0.0
Beverage,41,81,29,0.82
Beverage,72,54,83,0.0
Dairy,88,124,19,1.24
Produce,87,44,29,0.0
Produce,75,163,67,1.11
Frozen,41,96,83,1.65
Dairy,28,109,20,0.99
Produce,26,117,46,0.0
Produce,60,179,36,1.23
Frozen,68,115,37,1.91
Produce,22,191,2,5.22
Produce,12,124,43,7.35
Frozen,50,63,88,0.0
Dairy,53,199,59,1.6
Dairy,28,105,66,0.0
Bakery,75,173,3,0.16
Dairy,39,44,58,1.11
Frozen,34,103,38,1.34
Produce,79,102,93,0.13
Meat,47,55,91,0.0
Beverage,83,33,69,3.39
Dairy,51,79,74,0.0
Meat,9,51,45,14.89
Produce,63,68,31,1.06
Meat,66,119,14,0.79
Bakery,6,37,27,22.41
Pantry,61,125,64,0.0
Pantry,32,18,34,0.0
Frozen,44,25,57,0.0
Pantry,2,27,42,35.33
Dairy,27,16,35,0.0
Beverage,32,25,25,0.0
Produce,48,82,76,0.02
Pantry,38,191,34,0.0
Pantry,53,143,39,0.0
Bakery,1,23,78,50.0
Frozen,66,139,58,0.0
Produce,37,85,66,2.5
Meat,60,36,52,1.57
Produce,11,170,84,8.46
Pantry,57,46,74,0.0
Dairy,35,101,3,0.0
Pantry,86,178,88,2.04
Meat,46,91,51,0.67
Produce,87,44,17,0.0
Produce,77,148,70,0.0
Beverage,88,163,96,0.0
Dairy,1,67,1,50.0
Pantry,62,59,27,0.0
Beverage,44,90,60,1.41
Frozen,54,25,58,0.29
Pantry,46,75,74,0.83
Pantry,45,27,76,0.0
Produce,35,108,54,0.0
Pantry,59,155,49,0.53
Bakery,53,78,85,1.58
Pantry,24,30,63,6.01
Dairy,77,29,14,2.29
Meat,74,50,30,0.0
Bakery,28,199,43,1.63
Bakery,47,168,32,0.0
Produce,66,119,35,0.64
Produce,52,14,59,0.0
Beverage,88,167,36,0.0
Dairy,66,39,91,0.0
Pantry,55,41,63,0.24
Produce,70,59,51,0.0
Bakery,10,162,31,11.04
Bakery,58,29,10,3.08
Produce,33,199,17,0.0
Bakery,6,66,25,22.18
Meat,17,177,10,9.37
Beverage,56,99,52,0.1
Meat,18,155,76,1.88
Pantry,53,11,30,0.23
Pantry,15,86,70,6.64
Meat,71,191,79,1.44
Bakery,56,113,75,0.0
Dairy,30,47,87,0.34
Dairy,65,40,30,1.71
Bakery,12,60,42,11.28
Beverage,76,103,25,0.0
Dairy,58,49,92,2.36
Dairy,23,30,99,3.98
Pantry,38,165,46,1.64
Bakery,50,180,20,0.0
Pantry,83,93,13,0.0
Bakery,1,169,64,50.0
Meat,87,187,33,0.0
Dairy,13,181,39,5.89
Meat,36,185,47,0.55
Pantry,77,64,63,0.0
Pantry,78,185,53,0.0
Dairy,43,76,42,0.0
Frozen,51,99,48,0.09
Dairy,68,88,31,2.69
Produce,68,151,97,0.0
Meat,41,128,80,1.27
Meat,30,114,68,3.0
Beverage,49,43,37,0.91
Pantry,80,147,79,0.0
Produce,81,44,82,0.0
Frozen,26,16,48,1.74
Frozen,44,186,5,2.55
Beverage,35,29,6,0.64
Produce,17,13,22,4.85
Meat,43,25,88,0.0
Bakery,24,88,9,2.87
Produce,35,70,72,0.0
Dairy,69,196,10,2.9
Meat,15,38,48,2.26
Produce,28,154,91,2.96
Bakery,56,157,18,1.9
Bakery,58,176,37,0.0
Frozen,78,40,67,0.6
Beverage,86,17,62,0.0
Bakery,71,50,73,1.59
Bakery,76,164,72,0.0
Frozen,50,194,25,0.0
Beverage,19,132,88,0.46
Meat,88,176,72,0.0
Beverage,68,14,13,1.82
Produce,9,93,39,12.39
Produce,50,115,94,0.48
Frozen,41,164,79,0.0
Meat,3,115,72,34.1
Beverage,27,117,82,2.27
Beverage,8,130,64,5.83
Pantry,38,101,83,3.19
Meat,17,15,62,5.44
Produce,38,75,99,0.44
Produce,62,118,4,0.92
Meat,45,75,11,0.0
Meat,4,193,67,36.3
Meat,70,177,74,0.0
Beverage,63,171,76,0.0
Dairy,17,83,53,5.89
Pantry,6,101,51,16.71
Pantry,89,113,2,2.6
Produce,87,53,95,0.0
Frozen,87,60,35,0.51
Frozen,88,112,19,1.05
Meat,52,142,34,4.61
Produce,29,127,69,0.0
Frozen,8,47,7,10.62
Frozen,6,91,61,13.74
Pantry,83,128,6,0.0
Bakery,70,188,75,3.05
Dairy,43,43,14,2.82
Meat,65,57,0,0.0
Dairy,82,101,31,0.31
Bakery,13,157,5,13.36
Bakery,70,64,30,1.02
Frozen,54,115,75,1.45
Produce,50,47,83,3.51
Meat,5,32,62,26.89
Produce,2,47,30,38.58
Dairy,60,62,45,0.42
Pantry,30,36,19,0.08
Beverage,79,47,52,1.67
Meat,14,107,40,1.64
Beverage,59,51,48,0.0
Frozen,21,49,22,2.67
Frozen,70,151,9,2.38
Dairy,43,76,8,0.0
Meat,77,146,80,0.0
Bakery,69,42,57,2.94
Dairy,20,192,72,2.97
Pantry,60,92,85,2.48
Meat,17,189,46,4.85
Pantry,84,187,57,0.0
Beverage,37,141,27,0.0
Pantry,7,150,16,12.93
Produce,54,172,11,1.28
Produce,55,156,88,3.21
Frozen,72,37,55,0.52
Frozen,10,107,12,6.37
Dairy,25,80,6,3.73
Produce,45,188,10,3.69
Frozen,35,52,35,1.66
Beverage,27,100,31,0.0
Frozen,68,103,2,0.0
Beverage,59,132,92,0.0
Dairy,42,114,40,0.98
Beverage,70,13,89,2.48
Dairy,73,56,36,0.0
Meat,54,144,3,0.0
Beverage,18,153,69,0.79
Beverage,21,105,27,1.98
Meat,71,178,0,1.62
Meat,77,10,43,0.0
Frozen,70,80,75,0.0
Pantry,16,153,86,0.85
Dairy,62,183,7,2.16
Meat,18,183,7,7.72
Frozen,8,145,94,8.54
Meat,48,120,34,0.34
Produce,29,121,49,2.23
Produce,67,117,38,0.0
Dairy,33,116,3,0.0
Beverage,68,58,61,0.0
Beverage,64,53,67,0.0
Produce,19,136,66,2.96
Meat,43,76,90,1.86
Frozen,40,52,98,1.68
Beverage,58,188,42,0.0
Beverage,11,164,11,11.85
Dairy,41,98,73,0.0
Bakery,34,74,51,0.0
Meat,35,30,44,2.05
Frozen,5,188,6,28.0
Meat,53,59,55,0.0
Frozen,11,10,27,1.58
Dairy,24,97,34,0.27
Pantry,53,110,99,3.27
Frozen,76,164,10,0.0
Pantry,29,133,54,0.0
Produce,43,23,52,1.42
Beverage,13,162,23,7.27
Produce,15,106,87,3.58
Meat,23,195,83,1.4
Beverage,6,114,58,13.57
Frozen,18,164,20,6.38
Meat,18,104,68,5.26
Dairy,28,158,11,0.0
Dairy,67,127,47,0.0
Beverage,5,164,28,18.25
Frozen,6,160,89,11.81
Dairy,52,169,98,1.96
Dairy,65,62,77,3.0
Meat,61,104,34,1.2
Meat,39,74,76,2.07
Dairy,27,167,87,1.67
Beverage,31,115,36,0.0
Meat,54,119,6,0.1
Pantry,86,17,78,0.0
Bakery,69,122,88,0.0
Produce,16,137,0,6.25
Meat,1,163,92,46.94
Dairy,58,64,14,2.74
Bakery,56,80,26,0.0
Frozen,20,22,61,3.35
Dairy,58,138,69,3.22
Bakery,60,22,60,0.62
Produce,58,183,23,2.66
Frozen,43,149,91,0.54
Frozen,51,158,50,0.0
Bakery,16,162,30,4.03
Frozen,60,59,45,2.7
Frozen,36,72,48,0.04
Meat,18,62,91,1.75
Produce,70,50,38,0.0
Produce,43,164,78,0.0
Produce,1,87,48,40.83
Bakery,6,164,41,22.76
Dairy,13,184,7,12.73
Dairy,28,95,85,0.0
Meat,45,25,97,0.0
Bakery,20,186,72,4.18
Produce,36,22,13,3.68
Produce,65,103,11,0.0
Bakery,89,131,82,0.0
Produce,77,183,91,3.35
Frozen,42,80,70,0.87
Beverage,45,44,45,2.65
Produce,60,69,54,0.0
Frozen,46,90,33,0.0
Pantry,79,164,17,0.0
Dairy,26,126,76,0.67
Pantry,50,136,48,0.39
Dairy,8,52,19,14.05
Meat,82,12,62,0.0
Pantry,38,96,20,4.07
Bakery,41,172,59,0.0
Bakery,86,138,44,0.1
Beverage,8,95,87,8.2
Pantry,62,115,42,0.0
Beverage,60,142,33,0.0
Frozen,35,39,64,1.17
Produce,10,144,73,9.43
Meat,71,113,2,2.16
Produce,89,134,63,0.0
Produce,76,152,83,2.75
Produce,50,123,64,0.0
Bakery,54,15,37,0.0
Bakery,50,140,54,1.96
Produce,78,199,21,0.0
Bakery,70,167,56,0.0
Meat,32,130,95,0.0
Meat,70,12,13,0.22
Pantry,75,121,33,0.0
Bakery,73,114,91,0.0
Meat,50,150,21,0.0
Produce,42,113,54,4.33
Dairy,55,42,0,1.4
Bakery,38,131,55,2.51
Dairy,26,19,61,1.76
Bakery,87,65,36,0.0
Produce,12,66,10,3.72
Bakery,63,78,13,0.0
Beverage,2,26,38,27.89
Produce,60,181,92,1.65
Produce,68,163,10,1.17
Meat,21,184,66,1.42
Bakery,89,148,59,2.51
Pantry,32,161,90,3.56
Frozen,30,121,47,0.0
Dairy,57,184,64,1.49
Meat,23,57,66,0.7
Produce,7,148,57,13.79
Beverage,33,76,98,0.0
Produce,29,48,97,3.56
Meat,24,26,82,3.19
Dairy,33,19,28,0.25
Pantry,82,195,12,3.89
Produce,8,156,18,13.33
Produce,53,193,21,0.0
Produce,66,161,0,0.0
Frozen,41,100,53,0.08
Produce,44,69,9,0.06
Dairy,35,162,85,0.91
Dairy,68,121,38,0.49
Meat,66,94,49,3.0
Meat,84,17,96,0.0
Dairy,65,197,19,0.0
Frozen,72,79,87,0.0
Frozen,50,134,61,0.0
Frozen,59,107,94,1.0
Bakery,13,39,91,7.6
Pantry,29,183,49,0.75
Pantry,51,19,76,0.0
Produce,82,181,93,0.0
Produce,32,174,2,0.0
Produce,50,71,29,0.0
Meat,39,186,99,0.0
Bakery,83,164,83,0.81
Beverage,7,100,98,6.02
Beverage,23,32,47,3.09
Dairy,78,105,14,0.0
Dairy,48,175,94,0.24
Dairy,38,170,89,0.0
Meat,15,24,49,4.6
Beverage,85,147,79,0.0
Produce,7,18,70,13.01
Produce,49,167,83,3.42
Beverage,16,116,13,0.0
Pantry,3,51,93,26.4
Pantry,20,121,26,1.21
Frozen,62,131,52,2.32
Bakery,36,122,95,0.0
Pantry,67,30,30,2.93
Beverage,8,85,53,10.08
Meat,54,72,33,0.0
Bakery,28,121,75,0.0
Dairy,70,46,41,2.14
Frozen,74,160,8,0.0
Pantry,16,10,33,5.8
Frozen,44,136,13,1.57
Produce,58,150,22,0.0
Frozen,82,126,49,2.01
Beverage,32,131,77,0.75
Produce,47,188,91,0.28
Produce,66,75,96,3.77
Dairy,84,132,9,4.32
Pantry,70,149,83,0.0
Beverage,1,116,92,33.18
Meat,47,75,76,1.09
Bakery,57,104,46,0.69
Dairy,63,142,29,1.08
Pantry,89,135,91,0.0
Pantry,17,102,4,0.0
Bakery,25,194,51,5.85
Beverage,52,13,35,1.4
Dairy,64,45,56,0.7
Produce,58,141,58,0.0
Meat,11,115,8,15.3
Meat,51,181,41,1.84
Dairy,44,25,17,0.0
Meat,46,53,5,0.0
Pantry,52,142,21,0.0
Beverage,29,88,94,0.0
Dairy,34,31,17,0.0
Dairy,27,149,22,2.68
Produce,36,168,6,0.0
Pantry,48,83,60,0.0
Beverage,49,51,91,0.0
Dairy,64,166,68,0.0
Pantry,43,156,74,1.95
Bakery,60,120,21,1.73
Pantry,17,123,36,6.13
Meat,49,151,69,0.0
Beverage,88,152,96,0.24
Produce,43,139,9,0.0
Meat,3,171,29,33.66
Beverage,75,41,4,0.0
Bakery,10,177,62,8.89
Bakery,15,157,79,4.62
Meat,78,73,83,0.0
Beverage,60,33,40,0.0
Frozen,33,82,44,1.45
Beverage,3,118,28,22.51
Dairy,20,139,68,3.51
Dairy,11,44,14,13.41
Dairy,3,23,38,33.42
Frozen,7,41,43,8.04
Meat,62,99,24,1.38
Dairy,34,60,21,2.56
Frozen,49,75,66,0.01
Frozen,1,72,17,26.2
Meat,54,132,59,0.0
Produce,43,126,14,0.0
Bakery,22,148,79,3.61
Meat,70,111,29,0.0
Bakery,36,58,26,2.29
Meat,25,145,10,0.0
Produce,40,143,30,0.0
Beverage,47,54,66,0.0
Meat,75,170,38,0.0
Meat,79,17,72,0.0
Pantry,60,189,38,0.0
Frozen,41,135,80,0.54
Produce,78,168,63,3.38
Produce,78,50,21,2.2
Frozen,18,56,3,4.61
Beverage,73,112,1,0.0
Meat,29,138,7,3.19
Beverage,66,141,73,3.43
Dairy,81,71,89,1.96
Dairy,9,167,84,11.35
Meat,17,148,81,2.88
Beverage,20,139,49,1.5
Bakery,55,99,45,1.18
Dairy,15,13,44,0.0
Pantry,52,148,86,0.0
Dairy,46,151,89,1.83
Frozen,69,105,2,0.53
Pantry,20,50,36,5.06
Produce,28,144,56,0.0
Produce,55,183,58,0.0
Pantry,53,108,91,0.63
Frozen,2,119,86,22.55
Meat,5,116,86,30.4
Beverage,66,187,44,1.71
Dairy,42,36,65,0.0
Produce,69,24,44,0.0
Meat,88,85,75,0.0
Pantry,78,38,84,1.38
Dairy,14,114,26,5.43
Beverage,55,51,80,0.0
Beverage,76,11,97,0.0
Beverage,79,98,74,0.88
Produce,26,192,13,5.75
Pantry,59,183,89,2.15
Beverage,12,73,94,6.96
Bakery,61,182,71,0.79
Dairy,35,61,16,0.42
Produce,10,130,76,12.23
Frozen,81,93,99,0.82
Beverage,87,188,8,0.0
Beverage,5,15,79,16.35
Beverage,59,145,40,0.0
Produce,57,113,11,0.47
Produce,83,153,47,0.0
Frozen,89,129,78,0.0
Bakery,86,133,15,0.0
Produce,83,85,7,0.0
Pantry,53,37,30,1.6
Produce,10,108,88,10.3
Beverage,42,94,80,3.13
Produce,64,107,51,0.0
Frozen,86,59,5,1.29
Pantry,80,133,53,0.63
Bakery,34,105,72,0.0
Frozen,10,83,15,5.42
Meat,2,24,43,48.9
Frozen,30,69,78,0.75
Pantry,50,181,4,0.0
Dairy,16,115,41,3.89
Dairy,77,53,6,0.0
Beverage,58,49,92,0.0
Dairy,4,143,0,50.0
Beverage,27,198,2,0.0
Beverage,89,145,58,0.0
Bakery,23,61,90,0.37
Beverage,29,35,54,0.76
Frozen,36,138,4,0.0
Bakery,73,105,20,0.58
Meat,28,199,73,2.94
Produce,3,66,33,28.14
Beverage,45,183,55,0.0
Pantry,39,91,33,0.0
Beverage,82,143,78,0.0
Produce,2,187,1,50.0
Beverage,21,41,22,3.2
Frozen,31,60,50,0.0
Pantry,56,177,73,2.55
Dairy,7,193,28,15.94
Frozen,43,134,49,0.0
Frozen,72,42,83,0.59
Bakery,24,142,62,0.61
Meat,18,138,41,2.43
Beverage,68,53,11,0.0
Bakery,29,156,65,0.0
Bakery,5,144,52,27.51
Frozen,2,175,35,19.24
Bakery,74,146,84,0.0
Bakery,81,43,38,0.09
Dairy,76,197,85,4.47
Produce,76,35,9,0.07
Beverage,81,118,85,0.0
Pantry,41,84,31,1.4
Bakery,67,43,38,0.0
Frozen,10,198,38,5.12
Dairy,11,176,6,19.09
Pantry,69,12,46,0.0
Frozen,64,19,76,0.0
Produce,19,151,34,4.3
Beverage,4,102,13,19.15
Produce,55,89,74,0.0
Dairy,69,73,99,0.0
Beverage,35,55,5,2.22
Frozen,55,196,93,1.7
Produce,62,116,15,0.0
Beverage,32,30,20,1.46
Beverage,70,34,7,2.73
Meat,54,186,6,2.75
Frozen,39,130,91,1.34
Beverage,8,166,31,11.64
Dairy,60,177,14,2.64
Bakery,18,153,88,3.86
Meat,14,161,75,1.83
Pantry,61,41,67,1.68
Pantry,7,44,27,12.79
Pantry,64,108,88,0.96
Produce,51,66,11,1.27
Meat,23,100,40,2.02
Pantry,88,163,54,0.0
Bakery,68,115,10,0.0
Beverage,74,89,76,0.0
Dairy,16,74,54,4.62
Dairy,2,15,22,36.51
Bakery,66,126,39,0.0
Frozen,81,140,83,0.0
Produce,56,178,63,1.26
Produce,22,116,20,0.0
Beverage,5,78,55,17.57
Dairy,50,18,77,0.0
Meat,51,12,56,0.0
Pantry,59,102,80,0.2
Produce,43,138,90,0.0
Bakery,1,109,79,50.0
Frozen,7,184,25,6.47
Frozen,68,55,3,0.59
Beverage,76,169,66,0.0
Dairy,59,44,83,0.1
Bakery,27,94,75,1.32
Pantry,45,86,54,0.0
Beverage,16,139,38,1.48
Produce,37,169,54,0.0
Meat,35,65,62,0.23
Pantry,12,136,48,4.11
Dairy,36,111,50,0.67
Bakery,39,186,67,0.0
Dairy,80,77,78,3.97
Bakery,37,162,72,0.0
Dairy,78,127,82,0.0
Meat,61,177,15,1.43
Produce,84,100,64,0.0
Beverage,63,20,16,0.0
Produce,4,16,52,28.24
Dairy,76,113,27,0.0
Frozen,70,127,92,1.06
Beverage,10,56,86,5.35
Frozen,55,23,47,0.0
Dairy,57,159,21,0.0
Frozen,7,69,71,10.43
Bakery,54,172,86,0.48
Frozen,3,133,25,20.99
Meat,1,194,39,50.0
Pantry,46,36,74,0.0
Produce,47,28,81,2.59
Frozen,24,11,66,0.0
Dairy,69,165,0,0.0
Pantry,37,143,10,0.0
Bakery,76,94,69,0.0
Pantry,47,105,56,0.93
Bakery,69,68,0,0.0
Meat,76,68,29,3.61
Beverage,67,117,25,0.0
Dairy,33,21,8,0.29
Meat,69,110,16,0.0
Beverage,57,160,28,0.74
Produce,42,27,88,0.0
Meat,49,105,30,0.82
Pantry,5,38,84,22.7
Pantry,72,44,39,0.0
Produce,67,165,13,2.6
Dairy,20,169,4,4.89
Pantry,13,42,94,3.57
Bakery,67,13,39,0.0
Dairy,43,119,60,0.0
Produce,61,137,29,1.27
Bakery,40,36,93,0.0
Beverage,73,73,58,0.0
Bakery,61,181,28,1.54
Frozen,8,138,73,5.48
Bakery,59,32,89,1.44
Meat,30,51,59,0.0
Beverage,78,104,97,0.0
Meat,23,130,12,5.06
Bakery,29,190,5,1.47
Produce,28,102,18,0.0
Beverage,18,128,90,5.72
Dairy,3,174,29,30.97
Beverage,64,189,19,0.0
Pantry,89,71,47,2.53
Meat,54,103,23,0.0
Meat,68,158,69,0.0
Beverage,52,190,41,0.57
Produce,70,179,56,0.16
Produce,56,144,34,0.0
Bakery,64,156,29,0.0
Meat,75,35,81,0.0
Bakery,33,35,83,0.0
Bakery,46,196,51,0.0
Dairy,72,133,86,1.57
Pantry,1,81,28,34.92
Pantry,46,99,47,0.0
Meat,7,45,13,15.39
Meat,5,27,90,26.98
Beverage,59,44,88,0.0
Beverage,38,138,47,1.87
Bakery,34,38,76,0.0
Frozen,51,14,36,2.74
Produce,57,130,20,0.0
Bakery,59,26,8,0.82
Dairy,14,156,25,3.49
Produce,61,101,47,1.29
Pantry,41,44,26,1.79
Beverage,83,115,58,0.0
Produce,3,73,23,29.2
Frozen,46,67,37,0.0
Pantry,39,191,91,3.29
Dairy,46,84,49,1.38
Produce,32,116,93,6.64
Meat,44,48,87,0.0
Frozen,48,118,80,0.0
Frozen,34,77,63,0.35
Frozen,72,177,56,0.0
Bakery,6,186,17,27.91
Pantry,23,46,21,0.0
Beverage,29,50,50,0.42
Dairy,55,199,77,1.67
Pantry,31,93,17,1.7
Frozen,66,142,92,0.0
Pantry,85,59,74,2.86
Produce,59,13,67,0.18
Frozen,38,31,74,1.62
Dairy,64,122,39,0.0
Meat,61,71,73,0.0
Dairy,2,178,55,40.96
Meat,49,42,25,0.0
Dairy,79,51,97,0.64
Dairy,29,88,36,0.0
Pantry,22,115,7,3.33
Bakery,13,197,41,6.94
Dairy,39,59,61,0.0
Dairy,55,109,89,1.31
Dairy,72,96,25,1.6
Beverage,3,152,18,22.03
Bakery,84,108,70,0.0
Dairy,21,139,49,2.75
Dairy,83,133,29,0.07
Pantry,72,19,26,0.0
Bakery,13,18,14,7.04
Frozen,84,181,20,2.27
Dairy,74,62,42,0.0
Frozen,24,89,52,0.0
Pantry,67,134,36,0.0
Beverage,81,52,81,2.41
Beverage,29,73,91,0.0
Frozen,72,133,9,1.8
Dairy,69,101,58,1.95
Dairy,33,149,71,0.0
Produce,18,21,6,3.7
Meat,25,53,41,0.0
Pantry,65,43,45,2.46
Bakery,86,97,43,1.42
Produce,4,71,67,30.97
Meat,17,95,49,1.61
Pantry,64,20,79,0.0
Meat,52,152,31,0.0
Beverage,33,176,66,0.0
Meat,3,127,21,34.91
Meat,14,51,1,9.23
Meat,20,154,50,0.0
Beverage,50,32,69,0.0
Beverage,77,193,69,0.71
Dairy,18,70,29,1.81
Beverage,60,138,16,3.46
Pantry,27,19,50,3.23
Produce,39,60,14,4.12
Produce,23,182,94,0.0
Pantry,55,72,36,0.0
Beverage,75,80,93,0.0
Beverage,68,177,41,0.21
Bakery,5,70,22,29.14
Frozen,24,115,75,2.16
Frozen,89,191,24,0.0
Meat,40,53,67,0.96
Beverage,86,105,10,0.0
Pantry,34,65,9,0.03
Bakery,13,165,32,8.54
Beverage,7,191,70,10.35
Bakery,9,145,56,14.8
Produce,64,42,51,0.39
Meat,66,32,42,0.81
Beverage,77,108,19,0.0
Produce,82,196,73,0.0
Beverage,25,42,88,2.32
Bakery,42,21,45,3.34
Bakery,38,130,55,1.13
Dairy,37,100,20,0.0
Frozen,23,36,92,0.0
Produce,88,161,39,3.31
Dairy,72,141,81,1.36
Produce,89,170,50,0.0
Bakery,65,108,81,0.0
Produce,32,49,67,0.0
Produce,82,142,79,4.22
Produce,44,192,23,1.09
Dairy,10,45,10,10.96
Dairy,54,162,34,1.05
Pantry,38,122,29,0.0
Meat,1,55,25,50.0
Bakery,53,160,13,0.0
Meat,76,30,74,1.93
Dairy,72,107,17,1.44
Meat,36,10,56,0.0
Pantry,57,114,33,0.0
Pantry,25,146,0,6.46
Frozen,3,198,55,17.3
Meat,64,24,64,1.84
Frozen,21,100,92,3.02
Bakery,67,190,87,2.18
Dairy,31,31,16,1.73
Dairy,41,169,6,0.12
Produce,74,107,16,2.75
Beverage,55,81,43,0.0
Dairy,9,44,43,11.88
Pantry,8,148,82,14.22
Produce,54,155,37,0.56
Beverage,28,122,19,1.56
Produce,43,86,71,0.0
Beverage,36,109,94,0.0
Beverage,66,136,23,1.98
Bakery,50,31,70,0.5
Frozen,4,189,91,22.22
Frozen,14,117,53,0.11
Beverage,31,105,20,0.01
Bakery,7,34,71,16.45
Produce,62,127,93,0.0
Bakery,88,125,70,4.08
Produce,41,150,23,1.45
Bakery,88,43,11,0.0
Beverage,83,147,44,0.0
Pantry,17,177,77,3.65
Beverage,44,135,25,0.06
Beverage,31,40,43,1.62
Pantry,28,160,2,0.0
Dairy,39,113,95,3.33
Bakery,40,97,29,0.0
Beverage,3,77,96,22.15
Produce,50,178,23,1.66
Meat,36,14,71,0.0
Pantry,42,16,42,0.86
Meat,30,51,14,0.1
Produce,80,119,84,2.57
Bakery,80,130,65,0.0
Pantry,20,121,94,0.34
Pantry,24,111,73,5.21
Produce,56,162,85,0.04
Produce,74,99,7,3.17
Produce,39,168,10,0.0
Bakery,88,53,1,0.28
Bakery,85,184,73,0.0
Produce,34,198,84,0.0
Pantry,29,89,97,0.58
Meat,51,97,19,0.0
Pantry,88,125,22,0.0
Frozen,60,148,87,0.0
Produce,21,84,51,0.0
Meat,36,166,34,0.57
Produce,55,43,92,0.0
Frozen,80,141,33,2.28
Pantry,58,53,56,2.26
Dairy,30,119,84,2.79
Produce,79,123,73,0.2
Pantry,69,16,49,0.0
Produce,11,59,87,4.89
Frozen,56,52,77,1.76
Dairy,29,40,52,0.18
Produce,34,23,12,0.0
Dairy,42,176,47,0.0
Produce,46,78,60,0.0
Bakery,60,104,63,0.0
Beverage,59,95,39,0.0
Dairy,1,83,8,50.0
Beverage,55,28,45,0.0
Meat,80,166,84,1.8
Meat,58,20,51,0.24
Produce,33,88,79,0.0
Frozen,68,90,82,1.5
Frozen,53,96,38,0.0
Dairy,58,40,34,0.36
Dairy,40,103,26,0.0
Meat,2,188,64,40.51
Meat,9,82,21,16.04
Meat,47,92,65,0.0
Pantry,2,57,85,29.65
Produce,68,75,56,0.0
Produce,11,85,3,15.92
Meat,4,48,27,38.0
Pantry,89,141,19,0.0
Beverage,6,155,22,15.84
Meat,10,11,59,12.08
Meat,64,86,93,0.0
Beverage,31,154,77,0.0
Dairy,23,16,62,2.54
Beverage,36,33,31,0.0
Frozen,36,89,27,0.0
Beverage,11,49,60,3.18
Meat,86,40,76,0.0
Dairy,23,110,29,2.19
Produce,37,179,14,0.0
Bakery,60,86,22,0.04
Pantry,1,110,24,37.19
Frozen,50,104,59,2.57
Frozen,86,13,67,0.44
Pantry,82,112,62,0.0
Beverage,81,63,65,0.0
Bakery,9,190,6,27.3
Beverage,31,187,68,0.0
Pantry,87,20,7,0.0
Meat,67,190,68,0.0
Frozen,66,48,46,0.0
Produce,47,45,50,1.36
Frozen,75,21,60,0.0
Dairy,33,69,81,0.0
Pantry,17,50,63,1.81
Frozen,83,77,75,0.0
Produce,63,45,7,0.0
Pantry,1,11,28,35.92
Frozen,40,80,51,0.0
Dairy,12,37,18,7.73
Pantry,62,22,33,0.0
Bakery,19,128,97,2.21
Produce,3,167,7,50.0
Beverage,32,130,73,0.62
Beverage,64,64,81,0.02
Pantry,55,63,41,2.96
Dairy,77,196,31,1.65
Produce,28,80,27,1.55
Dairy,51,196,33,0.8
Dairy,38,93,8,1.65
Bakery,34,115,70,0.0
Frozen,61,104,86,1.16
Frozen,73,162,10,0.0
Pantry,38,156,66,0.0
Meat,37,13,52,1.87
Produce,4,122,7,50.0
Produce,19,67,66,1.49
Bakery,75,116,0,2.68
Beverage,76,112,88,0.56
Beverage,53,107,95,0.47
Frozen,23,157,80,4.56
Produce,63,110,66,0.0
Pantry,28,65,40,1.25
Meat,14,62,1,8.7
Produce,85,92,69,2.54
Pantry,85,187,48,0.63
Produce,87,189,0,2.51
Produce,23,81,14,3.21
Produce,69,56,77,2.65
Frozen,11,167,33,7.77
Frozen,47,106,41,2.1
Meat,43,120,14,0.0
Beverage,30,193,51,0.0
Beverage,65,102,97,0.0
Frozen,40,58,72,0.0
Produce,37,28,42,0.0
Frozen,14,55,6,1.38
Meat,43,151,83,0.0
Dairy,18,36,80,5.06
Dairy,67,65,47,4.01
Beverage,12,23,30,4.56
Pantry,52,196,98,1.31
Meat,88,175,69,2.25
Meat,15,103,76,1.2
Meat,64,88,49,2.11
Meat,25,119,84,2.36
Dairy,52,96,21,0.0
Pantry,3,40,37,26.67
